79.17,36,79.62,42,81.06,41,77.65,42,78.64,39,80.7,42,77.92,47,78.9,43,77.65,42,80.07,45
79.17,40,80.07,45,81.06,41,79.35,48,78.64,39,80.7,42,77.92,38,78.9,43,77.65,38,80.07,45
79.26,41,80.07,45,82.41,43,79.71,46,78.64,39,80.7,42,79.08,40,78.9,43,78.28,39,80.16,48
79.26,41,80.97,46,82.41,43,82.5,47,78.64,39,80.7,42,79.89,44,81.6,44,78.28,39,80.43,47
80.34,38,80.97,46,82.41,43,82.5,47,79.53,41,80.7,42,79.89,44,81.6,44,78.28,39,80.7,49
81.96,44,80.97,46,82.41,43,82.85,46,79.53,41,80.79,43,80.43,43,82.41,43,78.46,42,81.06,46
81.96,44,80.97,46,82.41,43,82.85,46,79.53,41,80.79,43,80.52,41,82.41,43,79.8,43,81.06,46
83.21,39,80.97,46,82.59,44,82.85,46,79.53,41,80.79,43,80.52,41,82.76,44,79.8,43,81.06,46
83.21,39,80.97,46,83.21,42,82.85,46,79.53,41,80.79,43,80.52,41,82.76,44,80.16,42,81.06,46
83.21,39,80.97,46,83.21,42,83.03,49,80.25,42,80.79,43,80.52,41,82.76,44,80.16,42,81.06,46
83.21,39,82.59,47,83.3,40,83.84,46,80.25,42,80.79,43,80.52,41,82.76,44,80.16,42,81.06,46
83.21,39,82.59,47,83.39,45,83.84,46,80.97,44,80.79,43,80.79,42,82.76,44,80.16,42,81.06,46
83.21,39,82.59,47,83.75,43,83.84,46,81.24,43,80.79,43,80.79,42,82.76,44,80.88,43,81.15,45
83.21,39,82.59,47,83.75,43,83.84,47,81.24,43,80.79,43,80.79,42,82.76,44,80.88,43,81.51,47
83.21,39,82.59,47,84.02,42,83.84,46,81.24,43,80.79,43,80.79,42,82.76,44,80.88,43,81.51,47
83.21,39,83.12,48,84.29,44,84.11,45,81.24,43,81.33,42,80.79,42,82.76,44,81.06,42,81.51,47
83.21,39,83.12,48,84.47,43,84.11,45,81.24,43,81.33,42,80.79,42,82.76,44,81.06,42,81.51,47
83.21,39,83.12,46,84.47,43,84.11,45,81.24,43,81.69,43,80.79,42,82.76,44,81.06,44,81.51,47
83.21,39,83.75,47,84.56,45,84.11,45,81.24,42,81.69,42,80.79,42,82.76,45,81.06,44,82.23,45
83.21,39,83.75,47,84.56,45,84.11,45,81.24,43,81.69,42,81.33,43,84.02,43,81.06,43,82.5,48
83.21,39,83.75,47,84.56,45,84.29,44,81.24,43,81.69,43,81.33,43,84.02,43,81.06,42,82.5,48
83.21,39,83.75,47,84.56,45,84.29,44,81.24,43,81.78,42,81.33,43,84.02,43,81.06,42,82.5,48
83.48,40,83.75,47,84.56,45,84.29,44,81.24,43,81.78,42,81.33,43,84.02,43,81.24,41,82.5,48
83.48,40,83.75,47,84.56,45,84.29,44,81.24,43,81.78,42,81.33,43,84.29,44,81.24,41,82.59,47
83.48,40,83.75,47,84.74,44,84.29,44,81.24,43,81.78,42,81.33,43,84.29,44,81.24,41,82.59,47
83.48,40,84.56,46,84.74,44,84.29,43,81.51,42,81.78,42,81.33,43,84.56,45,81.24,41,82.59,49
83.57,41,84.56,46,84.83,43,84.29,45,81.51,42,81.78,42,81.33,43,84.56,45,81.42,41,82.59,49
83.57,41,84.56,46,84.83,43,84.29,44,81.51,42,81.78,42,81.33,43,84.56,45,81.42,41,82.59,49
83.57,41,84.56,46,84.83,43,84.47,46,81.69,43,81.78,42,81.51,44,84.56,45,81.87,40,82.59,49
83.57,41,84.65,45,84.92,42,84.47,46,81.69,43,82.14,43,81.51,44,84.56,45,81.87,40,82.59,49
83.57,41,84.65,45,84.92,42,84.47,46,81.69,43,82.14,43,82.14,44,84.56,45,81.87,40,82.68,48
83.57,41,84.65,45,84.92,42,84.47,46,81.69,43,82.14,43,82.14,44,84.56,45,82.68,42,82.68,48
83.57,41,84.65,45,84.92,42,84.47,46,81.69,43,82.14,43,82.14,44,84.65,46,82.68,42,82.68,48
83.57,41,84.83,44,84.92,42,84.65,45,81.87,42,82.14,43,82.14,44,84.65,46,82.76,43,82.85,47
83.57,41,84.83,44,84.92,42,84.65,45,81.87,42,82.14,43,82.14,44,84.65,46,83.03,41,82.85,47
83.57,40,84.83,44,84.92,42,84.65,45,81.87,42,82.14,43,82.14,44,84.65,46,83.03,41,82.85,47
83.57,40,84.83,43,84.92,42,84.65,45,81.87,42,82.23,42,82.14,45,84.74,47,83.03,41,82.85,47
83.75,40,84.83,43,84.92,42,84.65,45,81.87,42,82.23,42,82.68,43,85.1,42,83.57,40,82.85,47
83.93,42,84.83,44,84.92,42,84.65,45,81.96,41,82.59,41,82.68,43,85.1,42,83.57,40,82.85,47
83.93,41,84.83,43,84.92,41,84.65,45,81.96,41,82.59,41,82.68,43,85.19,43,83.57,40,82.85,47
83.93,41,84.92,43,84.92,41,84.65,45,81.96,41,82.59,41,82.68,43,85.19,43,83.57,40,83.39,48
83.93,41,85.1,42,85.37,42,84.65,45,81.96,41,82.59,41,82.68,43,85.19,43,83.57,40,83.39,48
83.93,41,85.1,42,85.55,42,84.65,44,81.96,41,82.59,41,82.68,43,85.28,45,83.57,40,83.39,48
83.93,42,85.1,42,85.55,42,84.65,45,81.96,41,82.59,41,82.68,43,85.28,45,83.57,40,83.39,47
83.93,41,85.1,42,85.82,40,84.65,44,81.96,41,82.68,42,82.68,43,85.28,45,83.57,40,83.84,49
83.93,41,85.28,43,85.82,40,84.65,45,81.96,41,82.68,42,82.76,42,85.28,44,83.57,40,83.84,49
83.93,41,85.28,43,85.82,40,84.65,46,81.96,41,82.68,42,82.76,42,85.28,45,83.57,40,83.84,49
83.93,41,85.28,43,85.82,40,84.74,43,81.96,41,82.68,42,82.76,42,85.28,45,83.57,40,83.84,49
83.93,41,85.28,43,85.82,40,84.74,43,81.96,41,82.68,42,83.57,41,85.28,45,83.57,40,83.84,49
84.29,40,85.28,43,85.82,40,84.74,43,81.96,41,82.68,42,83.57,44,85.28,45,84.02,40,83.84,49
84.29,40,85.28,43,85.82,40,84.74,43,81.96,41,82.68,42,83.57,41,85.28,45,84.02,39,83.84,49
84.29,40,85.28,43,85.82,39,84.74,43,83.03,42,82.76,41,83.57,40,85.28,45,84.02,40,83.84,50
84.29,40,85.28,43,85.82,39,84.74,43,83.03,42,82.76,41,83.57,42,85.37,45,84.02,39,84.29,48
84.38,39,85.28,43,85.82,40,84.74,43,83.03,42,82.76,41,83.57,41,85.37,45,84.02,39,84.29,48
84.38,39,85.28,43,85.82,39,84.74,44,83.03,42,82.76,41,83.57,41,85.46,46,84.02,39,84.29,48
84.38,39,86.54,42,85.82,40,84.74,44,83.03,42,82.76,41,83.57,41,85.46,46,84.02,39,84.29,48
84.38,39,86.54,42,85.91,41,84.74,43,83.03,42,82.76,41,83.75,40,85.46,46,84.11,37,84.29,48
84.38,39,86.54,42,85.91,41,84.74,44,83.03,42,82.76,41,83.75,40,85.46,44,84.11,37,84.29,48
84.65,40,86.54,41,85.91,41,84.74,44,83.03,42,83.03,42,83.75,40,85.46,46,84.11,37,84.29,48
84.65,40,86.54,42,85.91,41,84.74,45,83.03,42,83.03,42,83.75,40,85.46,46,84.11,38,84.29,49
84.83,41,86.89,41,85.91,41,84.74,44,83.03,42,83.03,42,83.75,40,85.82,47,84.11,38,84.65,49
84.83,41,86.89,41,86.0,42,84.83,46,83.03,42,83.03,42,83.75,40,85.82,47,84.11,38,84.65,49
84.83,41,86.89,41,86.0,42,84.83,46,83.03,42,83.03,42,83.75,40,85.82,47,84.11,37,84.83,48
84.83,41,86.89,41,86.0,42,84.83,46,83.03,42,83.03,41,83.75,40,85.82,47,84.11,37,84.83,48
84.83,41,86.89,41,86.0,42,84.83,46,83.03,42,83.03,41,83.75,40,85.82,47,84.2,36,84.83,48
84.83,41,86.89,41,86.0,42,84.83,46,83.03,42,83.03,41,83.75,39,85.82,48,84.2,36,84.83,48
84.83,41,86.89,41,86.09,43,84.83,46,83.12,43,83.03,41,83.75,40,85.82,48,84.2,36,85.01,47
84.83,41,86.89,41,86.09,43,85.01,47,83.12,43,83.03,42,83.84,38,86.27,49,84.2,36,85.01,47
84.83,41,86.89,41,86.09,43,85.01,47,83.12,43,83.12,40,83.84,38,86.27,49,84.2,36,85.01,47
84.83,42,86.89,40,86.09,43,85.01,47,83.12,43,83.12,40,83.84,39,86.27,49,84.2,37,85.01,47
85.19,42,86.89,41,86.09,43,85.01,47,83.12,43,83.12,40,83.84,39,86.27,48,84.56,36,85.01,47
85.19,42,86.89,41,86.09,43,85.01,47,83.12,41,83.12,40,83.84,39,86.27,50,84.56,36,85.01,47
85.19,42,86.89,41,86.09,43,85.1,48,83.12,42,83.75,39,83.84,39,86.27,50,84.65,35,85.01,47
